seconds_since_start,reading_1_us,reading_2_us,reading_3_us,reading_4_us,reading_5_us,reading_6_us,reading_7_us,reading_8_us,reading_9_us,reading_10_us,reading_11_us,reading_12_us,reading_13_us,reading_14_us,reading_15_us,reading_16_us,reading_17_us,reading_18_us,reading_19_us,reading_20_us
54316,85,62,61,73,71,62,62,63,70,69,62,63,62,70,70,61,61,62,65,68
54622,86,39,64,61,60,41,61,60,62,40,62,65,61,40,61,62,62,40,62,62
54927,97,71,62,62,61,74,70,62,64,60,69,70,63,62,60,69,70,62,62,62
55232,87,40,62,61,61,39,61,61,61,40,62,61,62,41,62,60,61,39,60,61
55537,98,63,61,61,68,67,63,62,63,69,72,60,61,62,69,71,62,61,59,72
55842,89,63,40,62,63,62,41,60,62,61,40,61,64,61,41,61,61,61,38,59
56147,96,71,64,60,62,69,68,64,61,61,70,68,62,61,62,70,67,61,61,62
56452,87,66,40,62,62,61,42,60,61,62,40,61,62,62,42,61,61,61,40,63
56757,92,69,61,60,61,68,70,60,62,62,70,69,62,62,60,68,71,62,62,62
57063,84,43,64,63,61,39,60,60,61,38,60,60,61,40,60,62,61,39,60,62
57368,87,71,70,60,60,63,71,72,62,62,60,72,72,61,64,62,69,73,60,62
57673,86,63,38,61,63,62,37,62,59,62,41,61,63,63,42,62,61,62,40,61
57978,88,62,62,69,68,62,62,61,66,72,62,62,64,69,69,61,62,63,71,69
58283,55,63,62,64,41,60,62,62,41,64,61,61,38,59,62,65,40,62,62,62
58588,84,64,63,73,72,61,61,61,71,69,63,62,61,69,71,61,62,61,69,70
58893,95,62,64,61,40,60,60,62,39,61,62,60,39,61,62,60,39,62,61,62
59199,91,66,62,61,70,68,62,61,62,68,72,62,61,61,70,70,61,61,61,76
59504,56,65,61,63,40,62,60,62,39,60,61,60,39,61,61,61,38,61,61,60
59809,86,65,72,72,62,62,60,71,70,61,61,61,69,71,61,62,61,71,69,60
60114,85,63,40,62,61,60,41,62,62,62,38,63,61,65,38,61,63,60,40,60
60419,85,60,61,68,72,60,63,61,67,72,64,61,61,69,70,61,61,62,69,71
60724,87,42,62,62,61,39,59,63,62,38,61,62,60,40,62,61,62,41,63,62
61029,94,62,64,63,69,70,61,60,62,70,72,61,62,62,69,73,61,62,60,69
61335,85,64,62,39,62,63,62,39,61,61,61,38,63,62,60,39,63,62,60,40
61640,85,62,62,69,68,62,60,62,70,68,62,59,64,68,70,61,63,64,70,70
61945,92,63,62,61,39,64,61,63,39,62,61,62,39,61,64,62,39,59,62,61
62250,84,61,61,69,68,62,61,61,70,69,61,61,62,68,71,61,63,61,69,68
62555,95,61,62,60,39,63,60,63,39,62,61,60,40,61,61,61,37,62,61,60
62860,95,61,62,60,72,73,63,61,61,68,70,60,63,62,70,72,61,60,61,68
63165,88,40,63,62,61,40,60,61,62,39,66,63,61,38,61,62,61,42,60,63
63471,97,64,62,61,70,70,60,60,63,69,69,61,62,64,67,71,62,62,63,72
63776,85,64,62,38,61,62,62,39,62,60,62,38,62,62,60,41,62,61,61,38
64081,87,63,60,69,69,63,61,61,70,69,61,61,61,72,70,61,62,61,70,69
64386,93,62,61,61,40,62,62,61,40,60,61,60,39,63,60,62,39,63,61,61
64691,86,62,71,67,62,61,62,67,68,60,62,62,71,74,61,62,62,71,69,63
64996,55,63,61,60,39,61,62,62,42,62,60,63,41,60,61,62,42,62,65,61
65302,85,61,62,70,71,61,61,63,68,68,61,61,63,67,69,62,61,61,68,70
65607,91,63,63,64,40,61,62,62,38,62,60,62,41,60,62,61,41,63,60,62
65912,88,69,69,62,63,61,70,71,62,62,61,69,71,63,61,61,73,70,63,61
66217,98,63,61,60,39,62,61,60,39,62,61,62,41,62,62,62,41,62,61,65
66522,87,65,72,70,60,63,61,67,67,66,59,61,69,66,61,61,61,69,71,61
66827,84,63,61,39,60,60,62,39,62,62,64,37,61,62,63,40,61,60,60,39
67133,94,69,62,62,61,73,70,62,63,62,72,70,60,63,62,68,70,61,61,62
67438,85,40,62,62,61,41,61,61,61,40,65,62,61,40,63,62,60,42,62,61
67743,90,70,70,62,61,62,68,70,59,62,62,67,70,60,62,59,69,70,61,62
68048,93,62,65,60,40,63,61,62,39,63,60,62,40,62,62,62,39,60,63,63
68353,95,63,62,61,72,69,61,61,62,69,68,62,61,62,70,71,62,60,64,68
68658,85,62,66,39,62,62,63,40,62,62,62,41,61,61,60,39,61,62,61,41
68963,84,63,63,72,69,62,61,61,69,68,63,60,61,69,70,61,62,61,70,71
69269,86,64,39,61,62,62,40,61,62,62,41,63,62,63,40,59,63,60,42,62
69574,85,64,60,70,68,61,61,62,69,69,61,62,62,73,72,62,60,61,68,73
69879,85,64,62,40,60,63,63,41,61,60,62,38,60,60,62,41,62,62,61,41
70184,87,64,70,70,61,61,62,72,69,61,60,63,68,70,63,62,60,70,68,62
70489,84,63,62,38,61,63,61,41,62,60,62,41,62,63,63,39,61,63,62,40
70794,84,72,71,62,62,63,70,71,61,62,60,74,71,61,61,61,71,71,60,62
71099,90,42,63,62,62,40,62,61,59,40,63,62,64,37,59,60,61,40,61,62
71405,85,64,68,67,62,61,60,69,70,61,62,61,70,67,61,62,64,72,71,62
71710,55,66,63,62,41,62,61,62,39,63,63,61,41,61,61,64,39,60,61,61
72015,87,64,69,67,62,62,62,72,69,62,62,62,68,70,62,61,62,73,71,60
72320,86,62,38,60,62,61,41,64,62,61,42,63,63,61,39,62,61,62,39,61
72625,98,71,63,61,61,69,70,62,62,60,70,71,62,60,61,70,69,61,60,61
72930,86,64,62,41,59,61,59,42,64,60,61,42,63,62,61,39,62,61,65,39
73235,94,71,63,65,61,69,69,62,61,61,69,72,61,61,62,69,70,62,59,60
73541,55,68,61,63,40,62,62,62,42,65,62,61,39,62,61,61,41,65,61,61
73846,87,64,63,70,71,61,60,62,71,69,61,61,61,68,71,63,61,60,69,73
74151,88,64,62,39,64,62,62,39,60,61,61,39,63,62,61,39,63,61,62,38
74456,92,64,63,62,70,71,61,63,61,71,68,61,62,62,71,69,60,61,62,67
74761,95,66,62,62,42,61,61,62,41,61,62,60,41,60,62,60,41,62,61,61
75066,86,69,73,61,63,61,67,71,61,60,61,71,71,62,62,61,70,69,62,60
75371,91,62,63,60,40,61,62,61,40,62,60,66,39,60,60,62,42,62,62,62
75676,92,69,62,61,62,69,70,64,64,63,69,69,63,62,61,67,70,63,62,62
75982,84,41,64,60,62,38,61,60,61,40,61,61,61,40,61,60,61,39,61,61
76287,85,63,63,71,71,62,62,62,76,70,61,63,60,70,71,62,63,61,69,67
76592,87,65,39,63,62,61,41,62,62,61,39,60,59,61,42,62,60,63,38,60
76897,87,63,70,70,62,62,61,71,70,62,61,60,71,67,60,61,62,72,70,65
77202,86,63,62,38,61,60,63,39,63,62,59,41,63,62,65,38,62,61,62,43
77507,93,67,61,61,62,68,72,64,62,61,69,71,62,62,61,69,71,59,62,64
77813,86,65,62,39,60,62,60,38,62,62,64,41,61,62,61,41,63,61,61,40
78118,86,62,71,69,64,61,60,68,71,61,61,62,72,67,62,63,60,71,69,62
78423,86,39,63,63,62,42,62,62,64,41,59,61,61,38,62,61,61,39,62,60
78728,85,60,72,67,61,60,61,70,70,62,61,63,71,70,62,60,60,70,70,62
79033,90,64,61,62,40,60,64,61,39,61,62,63,42,60,62,60,40,61,61,63
79338,87,66,61,69,72,62,60,61,69,68,63,64,60,72,69,62,60,62,73,70
79643,53,63,61,61,40,61,63,60,40,63,64,59,41,61,62,62,40,61,62,61
79949,87,63,62,69,71,60,62,60,70,71,61,61,60,70,70,61,64,62,68,69
80254,86,65,41,61,63,61,40,62,61,61,41,60,64,61,40,62,61,62,39,61
80559,87,62,70,68,61,61,61,70,70,63,60,64,73,69,61,62,61,69,71,62
80864,95,63,61,62,40,61,62,61,38,63,60,62,41,63,62,60,39,60,62,62
81169,97,63,61,61,70,69,62,63,60,72,69,62,64,61,68,70,61,65,60,73
81474,85,62,62,41,62,60,63,38,63,62,61,39,60,62,62,42,61,60,60,39
81780,86,64,61,70,70,63,61,61,66,70,63,64,62,68,72,60,60,62,68,70
82085,52,63,62,60,38,60,62,62,38,61,61,62,37,62,62,61,39,61,61,62
82390,87,63,62,67,70,62,62,62,67,72,63,60,61,69,69,62,62,64,73,68
82695,96,65,62,62,37,61,66,60,41,61,60,62,42,61,61,61,41,62,61,63
83000,86,68,62,69,68,61,61,61,71,69,62,61,63,69,67,62,60,61,67,69
83305,88,64,61,41,61,61,61,40,62,61,62,40,60,59,62,40,63,62,61,39
83610,88,65,71,71,63,62,60,69,68,60,61,61,69,69,63,62,62,71,70,63
83916,83,61,63,39,63,61,62,40,62,61,62,39,62,61,60,39,61,62,60,40
84221,96,70,60,61,62,70,70,60,62,62,72,67,62,62,61,70,69,61,62,61
84526,84,62,41,64,62,61,40,61,60,61,39,61,62,62,40,59,63,62,39,62
84831,86,73,70,62,62,61,69,68,62,61,60,69,67,61,61,61,70,69,62,60
85136,94,63,61,62,39,61,61,61,42,62,62,62,39,61,60,61,39,61,61,62
85441,85,61,70,68,61,61,61,68,68,60,60,61,70,69,62,62,63,68,70,62
85746,85,62,39,63,61,62,40,62,60,61,39,63,62,60,41,61,62,61,42,61
86052,95,72,61,60,62,70,68,62,62,61,71,72,60,63,63,72,68,63,63,61
86357,84,62,40,62,62,61,42,61,60,62,42,61,61,61,41,61,62,61,38,62
86662,85,61,74,71,62,61,62,71,70,60,64,61,70,70,62,60,61,70,68,62
86967,86,61,41,60,61,61,40,60,62,61,39,61,61,61,38,60,63,62,42,62
87272,91,62,62,62,67,69,62,61,61,72,69,59,61,62,69,70,62,61,60,67
87577,92,41,61,61,63,41,65,60,61,38,61,61,62,38,63,62,61,41,60,62
87882,88,76,73,61,61,62,69,70,62,62,61,68,71,62,61,62,72,69,60,63
88188,85,63,38,62,65,59,40,61,62,61,39,63,62,62,39,60,60,62,38,61
88493,88,62,64,71,71,62,60,62,71,71,61,63,64,68,69,64,61,63,70,68
88798,56,66,61,64,40,63,61,62,41,62,61,62,36,62,60,62,40,66,60,61
89103,85,64,65,67,69,61,63,61,71,70,62,61,61,70,67,61,62,61,70,70
89408,53,67,60,63,39,61,61,62,41,62,62,63,39,62,61,63,39,62,61,62
89713,96,65,63,62,70,70,61,62,61,69,68,62,61,61,68,67,62,61,62,72
90018,89,39,63,61,62,40,62,61,61,40,59,61,62,39,61,61,63,41,62,61
90324,95,68,61,61,62,72,71,66,60,60,70,72,59,62,61,69,70,63,61,62
90629,95,66,61,63,43,59,62,62,40,60,62,61,41,62,62,61,41,63,60,60
90934,92,62,61,63,69,70,61,62,62,71,72,63,61,61,67,69,62,61,60,70
91239,86,40,62,62,62,39,60,60,63,40,59,62,61,40,64,62,62,39,62,63
91544,89,64,61,73,71,65,62,62,69,73,61,61,59,69,68,63,61,61,73,70
91849,86,65,39,61,61,62,42,61,60,60,41,60,62,61,38,62,59,63,40,60
92154,85,62,62,67,69,61,62,62,73,70,62,66,60,70,70,62,60,61,71,70
92460,86,63,62,41,61,64,63,41,61,60,61,41,61,62,61,39,60,62,61,39
92765,84,60,68,71,61,62,62,69,69,62,60,61,73,70,61,61,62,68,70,62
93070,86,62,61,38,62,62,60,41,61,61,61,38,62,60,60,40,61,61,62,40
93375,86,63,69,69,64,61,59,69,70,61,61,62,67,71,61,62,61,72,71,62
93680,83,39,62,61,61,38,61,61,61,37,61,63,64,40,61,59,63,38,63,60
93985,84,62,62,67,69,60,63,61,69,71,60,62,65,71,70,62,61,62,75,69
94290,58,64,60,63,41,62,61,62,40,62,61,61,40,61,60,61,39,60,62,62
94596,94,74,59,62,62,71,68,61,61,61,66,72,61,61,61,69,75,62,62,62
94901,95,62,61,60,40,62,62,61,41,62,61,60,40,60,61,61,39,61,61,61
95206,87,64,62,73,67,61,61,62,67,67,62,61,60,71,69,61,61,60,69,68
95511,86,40,63,62,61,40,61,62,62,40,61,62,61,40,62,61,62,40,61,60
95816,87,70,70,62,62,61,71,68,63,62,62,68,70,61,61,61,65,70,61,61
96121,86,63,63,40,63,62,61,41,62,62,61,40,62,62,61,39,62,60,62,41
96427,84,72,67,63,62,63,67,71,60,62,60,71,68,61,61,62,70,70,63,63
96732,85,41,62,63,60,40,61,61,62,42,61,61,59,38,63,61,64,41,62,61
97037,92,72,62,61,61,73,71,62,62,60,69,70,63,61,63,72,70,66,62,60
97342,86,38,62,60,61,39,62,63,62,37,61,62,61,39,60,61,61,41,63,61
97647,84,63,62,68,71,61,60,62,69,68,63,60,62,68,69,61,62,62,69,71
97952,96,64,63,60,39,62,62,61,40,60,63,61,37,61,61,62,39,61,63,62
98257,93,64,61,61,71,69,62,60,63,72,71,66,62,66,67,73,62,61,63,68
98562,56,64,61,62,40,65,61,61,40,61,60,60,41,61,61,61,38,61,62,65
98868,93,72,63,62,62,70,69,61,61,64,72,67,61,60,63,71,68,59,61,61
99173,88,62,40,62,63,61,42,60,63,61,39,62,61,62,43,63,60,62,41,62
99478,95,63,62,61,70,69,61,63,62,70,72,61,60,59,72,69,59,62,62,69
99783,83,63,62,41,61,62,60,39,62,60,61,40,62,61,61,39,61,62,62,41
100088,94,62,61,63,71,71,61,61,61,68,68,61,62,62,70,71,61,59,61,72
100393,86,43,62,61,61,40,61,61,61,38,60,60,60,40,62,63,59,41,62,61
100698,86,69,72,61,60,63,67,74,62,60,63,65,68,61,62,62,71,70,60,62
101004,91,64,61,60,40,60,63,62,40,62,63,61,39,62,60,61,40,62,59,63
101309,93,72,63,61,60,69,68,60,61,60,72,70,60,62,60,68,72,61,61,61
101614,89,66,39,62,61,62,39,61,60,60,40,62,62,63,41,64,61,61,40,62
101919,87,62,62,71,70,63,60,64,70,71,63,62,62,70,73,62,61,61,70,69
102224,88,63,39,61,59,62,42,61,61,62,41,62,63,61,39,61,61,62,39,61
102529,87,61,60,75,67,60,61,62,68,70,61,62,61,68,66,60,61,65,70,71
102834,86,63,39,62,60,62,40,63,62,60,41,62,60,62,40,61,60,61,38,61
103140,97,63,62,61,71,71,62,62,63,69,74,61,60,63,73,70,63,61,61,69
103445,87,41,62,62,60,40,62,60,61,38,65,62,62,42,60,60,61,39,60,61
103750,93,71,61,65,63,71,70,63,60,62,67,69,64,61,61,68,70,62,62,62
104055,84,63,62,41,63,61,64,40,60,61,63,39,60,61,62,39,62,61,61,41
104360,92,70,60,59,60,74,69,61,62,63,67,70,63,60,61,69,71,61,60,62
104665,86,42,62,60,62,40,61,62,60,37,61,61,62,38,62,58,61,43,62,61
104970,84,63,62,69,72,59,61,62,67,69,60,63,62,71,71,61,60,62,72,66
105276,56,65,62,63,39,62,61,61,40,61,61,63,40,61,62,62,40,60,60,62
105581,98,73,62,60,62,68,69,62,61,61,70,72,60,62,62,68,71,63,62,61
105886,88,39,62,62,61,41,62,63,62,39,60,61,64,38,61,61,62,38,61,60
106191,83,69,70,63,63,62,68,72,61,61,62,70,71,61,61,62,71,69,59,61
106496,88,63,42,62,61,61,37,63,61,62,40,61,60,63,38,61,62,60,40,60
106801,96,63,61,63,69,73,61,62,63,70,69,62,60,61,70,71,65,62,61,70
107107,89,63,42,62,63,62,40,60,62,59,40,62,63,61,38,62,61,61,41,61
107412,93,70,62,61,60,67,69,62,61,63,69,69,61,62,62,72,69,60,61,63
107717,85,61,65,39,62,60,65,39,63,62,60,40,61,62,61,41,62,62,61,39
108022,95,61,61,62,71,68,62,60,62,67,71,63,61,59,74,68,60,62,61,69
108327,82,61,63,40,62,61,61,38,61,62,60,40,61,60,62,41,61,60,61,39
108632,87,64,69,71,60,61,62,71,67,62,61,60,69,69,62,61,60,70,70,62
108938,54,65,62,62,41,62,62,61,41,62,61,60,40,62,60,63,41,60,62,62
109243,95,64,61,62,70,70,61,64,62,71,71,60,61,60,71,69,63,61,60,70
109548,85,42,63,60,62,39,63,62,62,40,60,60,60,40,62,62,60,43,61,62
109853,89,66,71,71,62,61,61,70,69,62,63,60,74,69,61,61,62,72,69,61
110158,88,64,39,60,64,63,41,63,59,62,41,62,62,61,40,60,60,63,39,61
110463,93,64,62,62,69,70,61,61,62,68,72,62,61,63,70,68,62,60,63,70
110768,86,64,39,61,61,63,41,60,61,62,40,62,59,63,39,60,61,61,40,60
111074,92,68,60,61,60,67,69,62,61,61,70,71,62,61,62,70,72,61,62,61
111379,87,42,63,66,61,40,62,63,61,38,62,61,61,42,62,62,64,37,60,61
111684,84,63,68,68,61,64,62,67,70,62,61,61,70,67,62,61,61,70,68,62
111989,84,63,60,39,62,61,62,40,60,62,61,40,62,64,63,41,62,62,62,41
112294,83,63,61,66,70,61,61,62,70,72,62,61,63,67,72,61,61,61,67,67
112599,87,41,63,61,62,41,62,62,61,39,61,62,61,41,61,62,63,40,61,64
112904,95,62,62,62,72,71,63,62,61,68,69,61,59,61,69,69,62,61,61,69
113209,85,61,64,39,61,62,62,40,62,64,61,40,62,61,62,39,61,60,63,41
113515,92,62,63,61,69,72,62,62,61,72,68,60,60,62,71,72,61,62,60,69
113820,88,63,62,38,63,59,64,39,60,62,61,40,63,61,61,39,61,65,61,39
114125,92,72,62,61,61,69,72,61,63,62,68,70,60,61,62,72,70,62,62,60
114430,85,64,59,39,61,60,60,38,63,60,62,39,59,63,62,40,62,61,59,39
114735,88,64,63,68,70,62,60,61,71,69,61,61,61,68,69,61,63,61,70,69
115040,85,41,61,60,62,42,61,63,63,37,60,60,61,40,62,62,61,40,61,61
115345,92,69,63,62,62,70,70,62,60,61,68,71,62,61,62,70,69,63,62,60
115651,55,64,61,62,41,60,62,62,37,61,61,61,40,62,63,62,39,62,61,61
115956,97,65,64,62,69,71,61,61,62,70,68,60,61,63,69,69,61,61,60,70
116261,85,63,66,39,61,62,61,38,60,61,63,41,61,61,60,40,62,59,63,42
0,81,61,63,71,68,62,62,64,68,68,62,62,62,70,73,63,61,61,71,69
0,85,64,60,39,60,61,60,40,61,60,62,39,62,61,61,38,63,62,61,40
306,93,73,60,62,62,70,71,60,61,60,70,68,62,61,61,70,70,63,62,62
611,87,62,61,43,61,61,61,41,63,61,63,42,61,62,61,40,62,61,62,39
916,87,60,63,69,72,65,62,63,71,73,61,65,61,68,70,61,61,61,69,70
1221,57,65,62,60,40,62,63,62,39,63,60,61,40,61,61,61,39,61,62,61
1526,85,61,70,71,63,61,62,69,69,61,61,62,70,69,60,61,61,75,70,60
1831,47,71,63,61,64,38,60,62,62,40,61,62,62,39,60,61,62,40,62,62
0,85,63,60,38,62,62,62,39,62,62,61,37,62,62,61,40,62,61,62,38
0,84,64,63,40,60,63,59,40,60,59,62,40,63,62,63,38,60,62,62,39
306,84,70,73,61,62,60,67,69,60,61,61,71,67,61,62,60,71,71,60,61
0,83,61,61,41,60,62,62,40,63,61,61,41,60,61,62,42,62,62,60,39
306,92,72,64,62,62,68,68,60,62,61,70,69,61,62,62,72,70,61,62,64
0,84,65,64,38,61,61,60,41,60,60,62,40,61,61,62,40,60,63,64,38
0,45,33,32,33,40,32,32,32,32,40,34,32,32,32,41,32,31,32,34,39
306,55,32,32,32,32,40,32,32,32,33,38,32,34,31,32,40,33,34,32,32
611,49,32,32,40,32,32,32,33,39,33,32,32,32,39,32,32,32,33,40,32
0,47,32,32,32,38,33,31,32,32,43,31,31,32,32,40,32,32,32,32,38
0,48,32,31,32,38,32,32,32,32,40,32,32,32,31,40,32,31,33,31,41
306,56,32,32,32,33,40,31,32,32,32,40,31,32,32,33,39,31,33,32,32
0,47,33,32,32,40,32,32,32,31,40,32,32,33,34,38,32,32,32,32,40
0,120,631,151,322,177,264,205,241,210,238,209,239,209,230,203,232,1053,95,1055,98
306,179,297,205,235,205,230,205,236,216,237,214,125,1055,97,1049,124,549,154,327,177
611,1047,95,1049,116,488,180,289,207,237,215,246,215,234,204,232,204,204,1036,94,1027
0,744,214,212,316,179,292,182,353,176,292,177,259,202,258,180,242,96,1058,124,924
306,523,149,322,179,265,206,233,208,241,213,236,206,229,1049,85,1051,97,893,151,355
0,260,206,234,206,231,206,237,209,217,1047,88,1051,115,577,152,320,178,265,202,231
306,370,181,269,212,238,210,237,206,232,203,234,205,186,1051,89,1052,88,803,150,347
611,237,214,238,205,232,205,232,204,125,1047,74,1061,97,885,153,346,174,265,204,241
916,87,1048,88,1048,150,373,180,265,209,238,213,237,213,240,202,233,205,88,1049,96
1221,495,150,293,204,260,203,232,203,238,212,235,211,152,1056,95,1058,124,519,151,318
1526,344,183,272,205,232,204,234,205,241,210,212,1054,88,1052,113,577,150,322,179,267
1831,85,1031,99,1029,152,319,177,265,210,242,213,238,211,239,206,230,1051,90,1048,97
2137,199,261,208,234,202,241,214,240,213,236,1050,89,1052,116,577,148,318,184,267,204
2442,87,1054,151,410,174,291,205,264,238,237,203,229,203,229,203,213,1056,97,1051,89
2747,1057,103,812,156,329,176,258,208,230,203,239,210,239,215,239,1048,89,1048,88,1005
3052,142,375,179,271,205,240,210,240,210,240,205,231,1049,88,1032,99,464,181,290,205
3357,458,181,268,205,235,206,231,203,235,212,244,1061,99,1052,123,439,183,269,212,237
3662,1043,101,974,181,294,183,269,213,238,204,230,205,231,205,210,1029,89,1051,89,747
3967,1040,92,1048,150,320,183,263,211,235,206,231,204,232,204,241,212,99,1054,95,1048
4272,264,210,238,204,232,206,231,205,236,1060,95,1030,88,1032,151,319,187,265,210,238
4578,1051,92,1030,151,372,177,269,216,240,211,241,208,229,205,204,1058,95,1055,123,436
4883,205,234,203,241,214,240,214,96,1051,87,1047,116,465,183,294,212,242,209,238,203
5188,211,264,209,238,203,231,207,235,204,97,1035,98,1051,123,493,179,292,208,259,202
